type,label,original_text,processed_text
spam,1,"আড়ং-এ অনলাইন ঈদ শপিংয়ে ২,৫০০ বোনাস রিওয়ার্ড পয়েন্টস ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! tinyurl.com/BBLVAR",আড়ং-এ অনলাইন ঈদ শপিংয়ে <NUMBER> বোনাস রিওয়ার্ড পয়েন্টস ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! <URL>
spam,1,"রমজান মাসজুড়ে, ব্র্যাক ব্যাংক কার্ডে অনলাইন কেনাকাটায় পাচ্ছেন ২৫% পর্যন্ত ছাড়। বিস্তারিত tinyurl.com/BBLSSL22","রমজান মাসজুড়ে, ব্র্যাক ব্যাংক কার্ডে অনলাইন কেনাকাটায় পাচ্ছেন <NUMBER> % পর্যন্ত ছাড়। বিস্তারিত <URL>"
spam,1,ঈদে ভ্রমণ হোক আনন্দময় ব্র্যাক ব্যাংক কার্ডের সাথে! tinyurl.com/BBLHTA,ঈদে ভ্রমণ হোক আনন্দময় ব্র্যাক ব্যাংক কার্ডের সাথে! <URL>
spam,1,Daraz এ কেনাকাটায় ব্র্যাক ব্যাংক ক্রেডিট কার্ডে ১০% ক্যাশব্যাক! https://t.ly/vnnB,Daraz এ কেনাকাটায় ব্র্যাক ব্যাংক ক্রেডিট কার্ডে <NUMBER> % ক্যাশব্যাক! <URL>
spam,1,জিতে নিন ১০ গুণ বোনাস রিওয়ার্ড পয়েন্টস প্রতিটি QR ট্রানজেকশনে শুধুমাত্র ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! tinyurl.com/BBLQRT,জিতে নিন <NUMBER> গুণ বোনাস রিওয়ার্ড পয়েন্টস প্রতিটি QR ট্রানজেকশনে শুধুমাত্র ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! <URL>
spam,1,"বসুন্ধরা, যমুনা ফিউচার পার্ক ও পিংক সিটি শপিং মলে ঈদ শপিংয়ে সর্বোচ্চ ২,০০০ বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! tinyurl.com/BBLSPM","বসুন্ধরা, যমুনা ফিউচার পার্ক ও পিংক সিটি শপিং মলে ঈদ শপিংয়ে সর্বোচ্চ <NUMBER> বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! <URL>"
spam,1,র‍্যাডিসন ব্লু চট্টগ্রাম(01777701164) ও দি পেনিনসুলা চিটাগাং (01755554551) এ ব্র্যাক ব্যাংক কার্ডের B1G1 অফারে ইফতার ও ডিনার হবে একসাথে!,র‍্যাডিসন ব্লু চট্টগ্রাম( <PHONE> ) ও দি পেনিনসুলা চিটাগাং ( <PHONE> ) এ ব্র্যাক ব্যাংক কার্ডের B1G1 অফারে ইফতার ও ডিনার হবে একসাথে!
spam,1,ঈদের ভ্রমণে ৫০০ বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ভিসা ক্রেডিট কার্ডে! tinyurl.com/BBLRVRPT,ঈদের ভ্রমণে <NUMBER> বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ভিসা ক্রেডিট কার্ডে! <URL>
spam,1,ফ্রিতে টাকা পাঠান আস্থা অ্যাপ থেকে যেকোন ব্যাংকে tinyurl.com/BRC202ফ্রিতে টাকা পাঠান আস্থা অ্যাপ থেকে যেকোন ব্যাংকে tinyurl.com/BRC202,ফ্রিতে টাকা পাঠান আস্থা অ্যাপ থেকে যেকোন ব্যাংকে <URL> টাকা পাঠান আস্থা অ্যাপ থেকে যেকোন ব্যাংকে <URL>
spam,1,ইফতার কিংবা ঈদ শপিং-সবই হবে ব্র্যাক ব্যাংক কার্ডের আকর্ষণীয় সব অফারের সাথে! বিস্তারিত: tinyurl.com/BBLRMD,ইফতার কিংবা ঈদ শপিং-সবই হবে ব্র্যাক ব্যাংক কার্ডের আকর্ষণীয় সব অফারের সাথে! বিস্তারিত: <URL>
spam,1,"১০% পর্যন্ত ছাড়ে ঈদ শপিং, শুধুমাত্র ব্র্যাক ব্যাংক কার্ডে! tinyurl.com/BLYTEN","<NUMBER> % পর্যন্ত ছাড়ে ঈদ শপিং, শুধুমাত্র ব্র্যাক ব্যাংক কার্ডে! <URL>"
spam,1,"প্রতিদিন ইনস্ট্যান্ট বোনাস ৳১০০ পেতে আস্থা অ্যাপ থেকে বিকাশ-এ ২ বার ঠিক ৳৭,৫০০ ট্রান্সফার করুন tinyurl.com/BRC214",প্রতিদিন ইনস্ট্যান্ট বোনাস <MONEY> পেতে আস্থা অ্যাপ থেকে বিকাশ-এ <NUMBER> বার ঠিক <MONEY> ট্রান্সফার করুন <URL>
spam,1,BRAC EPL নিয়ে এলো TARA গ্রাহকদের জন্য নিশ্চিন্তে শেয়ার বাজারে বিনিয়োগ করার সুযোগ। বিস্তারিত tinyurl.com/BBLTO5 অথবা কল করুন ১৬২৮৫ এ।,BRAC EPL নিয়ে এলো TARA গ্রাহকদের জন্য নিশ্চিন্তে শেয়ার বাজারে বিনিয়োগ করার সুযোগ। বিস্তারিত <URL> অথবা কল করুন <PHONE> এ।
spam,1,"যেকোন ব্যাংকিং ইস্যুতে রেজিস্টার্ড মোবাইল থেকে ফোন করুন অথবা রেজিস্টার্ড ইমেইল থেকে লিখুন। যোগাযোগের ঠিকানা বা রেজিস্টার্ড মোবাইল নম্বর পরিবর্তন হলে, আপডেটের জন্য ১৬২২১ এ ফোন করুন অথবা নিকটস্থ ব্র্যাক ব্যাংকের ব্রাঞ্চে যোগাযোগ করুন। ধন্যবাদ।","যেকোন ব্যাংকিং ইস্যুতে রেজিস্টার্ড মোবাইল থেকে ফোন করুন অথবা রেজিস্টার্ড ইমেইল থেকে লিখুন। যোগাযোগের ঠিকানা বা রেজিস্টার্ড মোবাইল নম্বর পরিবর্তন হলে, আপডেটের জন্য <PHONE> এ ফোন করুন অথবা নিকটস্থ ব্র্যাক ব্যাংকের ব্রাঞ্চে যোগাযোগ করুন। ধন্যবাদ।"
spam,1,শেয়ারট্রিপ-এ এয়ার টিকেটে অতিরিক্ত ৬০০ টাকা ছাড় ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! বিস্তারিত: tinyurl.com/BRCSTR,শেয়ারট্রিপ-এ এয়ার টিকেটে অতিরিক্ত <MONEY> ছাড় ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! বিস্তারিত: <URL>
spam,1,লেকশোর গুলশান (01911426106) ও হোটেল সারিনা (01730020336) তে ব্র্যাক ব্যাংক কার্ডের B1G1 অফারে ইফতার ও ডিনার হবে একসাথে!,লেকশোর গুলশান ( <PHONE> ) ও হোটেল সারিনা ( <PHONE> ) তে ব্র্যাক ব্যাংক কার্ডের B1G1 অফারে ইফতার ও ডিনার হবে একসাথে!
spam,1,"পছন্দের রেস্টুরেন্টে ইফতারি হোক জমজমাট, সাথে ১০০০ বোনাস রিওয়ার্ড পয়েন্টস ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! tinyurl.com/BBLVRP","পছন্দের রেস্টুরেন্টে ইফতারি হোক জমজমাট, সাথে <NUMBER> বোনাস রিওয়ার্ড পয়েন্টস ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! <URL>"
spam,1,Gadget &amp; Gear-এ ২৪ মাস ০% EMI সুবিধা ব্র‍্যাক ব্যাংক ক্রেডিট কার্ডে! tinyurl.com/GnGprm,Gadget &amp; Gear-এ <NUMBER> মাস <NUMBER> % EMI সুবিধা ব্র‍্যাক ব্যাংক ক্রেডিট কার্ডে! <URL>
spam,1,"রমজানজুড়ে কেনাকাটায় ১০,০০০ বোনাস রিওয়ার্ড পয়েন্ট জিতে নেওয়ার সুযোগ শুধুমাত্র ব্র্যাক ব্যাংক ভিসা ক্রেডিট কার্ডে! tinyurl.com/BBLVRP",রমজানজুড়ে কেনাকাটায় <NUMBER> বোনাস রিওয়ার্ড পয়েন্ট জিতে নেওয়ার সুযোগ শুধুমাত্র ব্র্যাক ব্যাংক ভিসা ক্রেডিট কার্ডে! <URL>
spam,1,শুভ নববর্ষ! ১০০টিরও বেশি ডাইন-ইন আউটলেটে ইফতারে ব্র্যাক ব্যাংক কার্ড দিয়ে পাবেন ২৫% পর্যন্ত ছাড়! tinyurl.com/BRCDnn,শুভ নববর্ষ! ১০০টিরও বেশি ডাইন-ইন আউটলেটে ইফতারে ব্র্যাক ব্যাংক কার্ড দিয়ে পাবেন <NUMBER> % পর্যন্ত ছাড়! <URL>
spam,1,"প্রিয় গ্রাহক, সিস্টেম আপগ্রেডেশন এর কারনে ১৩ই এপ্রিল রাত ১২টা থেকে সকাল ৮:৩০টার পরিবর্তে ১১:৩০টা (বুধবার) পর্যন্ত ব্র্যাক ব্যাংকের ডেবিট ও প্রিপেইড কার্ড দিয়ে সকল লেনদেন বন্ধ থাকবে। সাময়িক অসুবিধার জন্য আমরা দুঃখিত।","প্রিয় গ্রাহক, সিস্টেম আপগ্রেডেশন এর কারনে ১৩ই এপ্রিল রাত ১২টা থেকে সকাল <NUMBER> :৩০টার পরিবর্তে <NUMBER> :৩০টা (বুধবার) পর্যন্ত ব্র্যাক ব্যাংকের ডেবিট ও প্রিপেইড কার্ড দিয়ে সকল লেনদেন বন্ধ থাকবে। সাময়িক অসুবিধার জন্য আমরা দুঃখিত।"
spam,1,"হোটেল ও রিসোর্ট ভ্রমণে ৩,০০০ বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! অফারটি সীমিত সময়ের জন্য! tinyurl.com/BBLVRP",হোটেল ও রিসোর্ট ভ্রমণে <NUMBER> বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! অফারটি সীমিত সময়ের জন্য! <URL>
spam,1,"প্রিয় গ্রাহক, সিস্টেম আপগ্রেডেশন এর কারনে ১৩ই এপ্রিল রাত ১২টা থেকে সকাল ৮:৩০টা (বুধবার) পর্যন্ত ব্র্যাক ব্যাংকের ডেবিট ও প্রিপেইড কার্ড দিয়ে সকল লেনদেন বন্ধ থাকবে। সাময়িক অসুবিধার জন্য আমরা দুঃখিত।","প্রিয় গ্রাহক, সিস্টেম আপগ্রেডেশন এর কারনে ১৩ই এপ্রিল রাত ১২টা থেকে সকাল <NUMBER> :৩০টা (বুধবার) পর্যন্ত ব্র্যাক ব্যাংকের ডেবিট ও প্রিপেইড কার্ড দিয়ে সকল লেনদেন বন্ধ থাকবে। সাময়িক অসুবিধার জন্য আমরা দুঃখিত।"
spam,1,"বসুন্ধরা, যমুনা ফিউচার পার্ক ও পিংক সিটি শপিং মলে ঈদ শপিংয়ে সর্বোচ্চ ২,০০০ বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! tinyurl.com/BBLVRP","বসুন্ধরা, যমুনা ফিউচার পার্ক ও পিংক সিটি শপিং মলে ঈদ শপিংয়ে সর্বোচ্চ <NUMBER> বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! <URL>"
spam,1,Secret Recipe থেকে ইফতার কিনুন ২০% ছাড়ে ব্র্যাক ব্যাংক কার্ডে! tinyurl.com/BRCDnn,Secret Recipe থেকে ইফতার কিনুন <NUMBER> % ছাড়ে ব্র্যাক ব্যাংক কার্ডে! <URL>
spam,1,BBL কার্ডের দারুণ সব অফারে করুন ইফতার ও ঈদ শপিং! tinyurl.com/BBLRCO,BBL কার্ডের দারুণ সব অফারে করুন ইফতার ও ঈদ শপিং! <URL>
spam,1,১৪-১৫ এপ্রিল (শুক্র-শনি) গুলশান আলোকি-তে সবার জন্য উন্মুক্ত ‘তারা উদ্যোক্তা মেলা’য় আপনি সপরিবারে আমন্ত্রিত। ভিজিটঃ tinyurl.com/BBLUMU,<NUMBER> - <NUMBER> এপ্রিল (শুক্র-শনি) গুলশান আলোকি-তে সবার জন্য উন্মুক্ত ‘তারা উদ্যোক্তা মেলা’য় আপনি সপরিবারে আমন্ত্রিত। ভিজিটঃ <URL>
spam,1,রমজান মাসজুড়ে নূন্যতম ১০০০ টাকার প্রতিটি ফুড অর্ডারে ২০০ বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! tinyurl.com/BBLVRP,রমজান মাসজুড়ে নূন্যতম <MONEY> র প্রতিটি ফুড অর্ডারে <NUMBER> বোনাস রিওয়ার্ড পয়েন্টস শুধুমাত্র ব্র্যাক ব্যাংক ক্রেডিট কার্ডে! <URL>
spam,1,পার্লার ও সেলুনে ১০০০ পয়েন্টস BBL ক্রেডিট কার্ডে! tinyurl.com/BBLPS1,পার্লার ও সেলুনে <NUMBER> পয়েন্টস BBL ক্রেডিট কার্ডে! <URL>
spam,1,ঈদে হোক নতুন গহনা! ৭০% পর্যন্ত ছাড় BBL কার্ডে! tinyurl.com/BBLJLW,ঈদে হোক নতুন গহনা! <NUMBER> % পর্যন্ত ছাড় BBL কার্ডে! <URL>
ham,0,ট্রানজ্যাকশন নম্বর R230908.1132.65010e 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.01 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R230908. <NUMBER> .65010e <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R230904.1206.61001d 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.01 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R230904. <NUMBER> .61001d <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R230925.1222.65014b 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.84 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R230925. <NUMBER> .65014b <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R230924.1105.650117 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.96 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R230924. <NUMBER> <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R230915.1417.6700b8 100 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 100.01 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R230915. <NUMBER> .6700b8 <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R231030.0622.690005 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.77 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R231030. <NUMBER> <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R231030.1633.6300b2 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.75 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R231030. <NUMBER> .6300b2 <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R231028.1029.690134 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.79 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R231028. <NUMBER> <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R231027.1504.6100a3 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.72 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R231027. <NUMBER> .6100a3 <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R221027.1001.1600e7 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 78.86 টাকা। নতুন মেয়াদ 14/08/23পর্যন্ত,ট্রানজ্যাকশন নম্বর R221027. <NUMBER> .1600e7 <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /23পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R221025.0813.17003a 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.04 টাকা। নতুন মেয়াদ 14/08/23পর্যন্ত,ট্রানজ্যাকশন নম্বর R221025. <NUMBER> .17003a <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /23পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R231109.1612.630135 100 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 100.85 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R231109. <NUMBER> <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R221106.1221.23006b 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.68 টাকা। নতুন মেয়াদ 14/08/23পর্যন্ত,ট্রানজ্যাকশন নম্বর R221106. <NUMBER> .23006b <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /23পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R221129.1151.1600f7 300 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 302.50 টাকা। নতুন মেয়াদ 29/11/23পর্যন্ত,ট্রানজ্যাকশন নম্বর R221129. <NUMBER> .1600f7 <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /23পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R231128.0933.70005a 59 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 64.39 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R231128. <NUMBER> .70005a <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R221128.1352.250132 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.85 টাকা। নতুন মেয়াদ 14/08/23পর্যন্ত,ট্রানজ্যাকশন নম্বর R221128. <NUMBER> <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /23পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R231127.1515.6500cc 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.91 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R231127. <NUMBER> .6500cc <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R231126.1008.6500d5 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 26.24 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R231126. <NUMBER> .6500d5 <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R231124.2002.69021e 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.70 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R231124. <NUMBER> .69021e <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R231120.1208.660018 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 58.74 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R231120. <NUMBER> <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R221115.2035.200073 49 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 49.77 টাকা। নতুন মেয়াদ 14/08/23পর্যন্ত,ট্রানজ্যাকশন নম্বর R221115. <NUMBER> <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /23পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R240507.1549.66007e 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.18 টাকা। নতুন মেয়াদ 06/06/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R240507. <NUMBER> .66007e <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R240507.0932.68000c 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.10 টাকা। নতুন মেয়াদ 06/06/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R240507. <NUMBER> .68000c <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R240505.1639.7000c5 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20 টাকা। নতুন মেয়াদ 04/06/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R240505. <NUMBER> .7000c5 <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R240504.2108.61018f 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.21 টাকা। নতুন মেয়াদ 03/06/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R240504. <NUMBER> .61018f <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R230530.0103.21000b 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.72 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R230530. <NUMBER> .21000b <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R240503.2025.7201bd 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.13 টাকা। নতুন মেয়াদ 02/06/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R240503. <NUMBER> .7201bd <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R230529.1635.1500ac 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 50.86 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R230529. <NUMBER> .1500ac <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R230526.1514.200080 20 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 20.77 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R230526. <NUMBER> <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R240523.0957.720082 50 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 141.73 টাকা। নতুন মেয়াদ 11/07/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R240523. <NUMBER> <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
ham,0,ট্রানজ্যাকশন নম্বর R230517.2109.1500d4 56 টাকা রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স 56.79 টাকা। নতুন মেয়াদ 11/03/24পর্যন্ত,ট্রানজ্যাকশন নম্বর R230517. <NUMBER> .1500d4 <MONEY> রিচার্জটি সফল হয়েছে। আপনার বর্তমান ব্যালেন্স <MONEY> । নতুন মেয়াদ <NUMBER> / <NUMBER> /24পর্যন্ত
